sample,Group,Cancer,UMAP1,UMAP2,pca_n,umap_seed
TCGA-D5-6929-01,COAD tumor,COAD,-2.5593362,3.246397,30,42
TCGA-AA-3511-01,COAD tumor,COAD,-2.1082304,2.9759445,30,42
TCGA-QG-A5YX-01,COAD tumor,COAD,-1.3267795,0.810483,30,42
TCGA-F4-6704-11,COAD normal,COAD,-3.5136068,0.47960407,30,42
TCGA-CM-6164-01,COAD tumor,COAD,-2.4662473,2.0234454,30,42
TCGA-A6-A567-01,COAD tumor,COAD,-0.7740214,2.2400608,30,42
TCGA-AA-3516-11,COAD normal,COAD,-3.7071576,-0.349799,30,42
TCGA-G4-6320-01,COAD tumor,COAD,-0.60089546,-3.624621,30,42
TCGA-AY-A69D-01,COAD tumor,COAD,-2.198462,2.7496157,30,42
TCGA-AY-A8YK-01,COAD tumor,COAD,-1.7327046,3.665473,30,42
TCGA-F4-6806-01,COAD tumor,COAD,-1.671978,2.371503,30,42
TCGA-5M-AAT4-01,COAD tumor,COAD,-1.1085653,3.185195,30,42
TCGA-CM-6167-01,COAD tumor,COAD,-2.6270874,2.865759,30,42
TCGA-AZ-6603-01,COAD tumor,COAD,-0.57441646,-0.2439355,30,42
TCGA-CM-6168-01,COAD tumor,COAD,-1.710368,0.2991301,30,42
TCGA-G4-6314-01,COAD tumor,COAD,-1.831181,1.5377765,30,42
TCGA-F4-6808-01,COAD tumor,COAD,-2.644369,3.5854933,30,42
TCGA-AZ-4615-01,COAD tumor,COAD,-1.4393685,-0.076455936,30,42
TCGA-AY-6386-01,COAD tumor,COAD,-2.7407715,3.01758,30,42
TCGA-AZ-6598-01,COAD tumor,COAD,-1.3940206,-0.41753554,30,42
TCGA-A6-6653-01,COAD tumor,COAD,-2.0868657,-0.5439486,30,42
TCGA-NH-A50V-01,COAD tumor,COAD,-2.6879256,3.450387,30,42
TCGA-AD-6899-01,COAD tumor,COAD,-2.66912,0.9265815,30,42
TCGA-G4-6311-01,COAD tumor,COAD,-0.8524075,0.12161446,30,42
TCGA-A6-2683-11,COAD normal,COAD,-3.8407254,-0.096257806,30,42
TCGA-DM-A280-01,COAD tumor,COAD,-0.5913893,0.5622529,30,42
TCGA-NH-A6GC-01,COAD tumor,COAD,-2.0179927,1.2486297,30,42
TCGA-F4-6570-01,COAD tumor,COAD,-1.3404722,-0.6820782,30,42
TCGA-CM-6679-01,COAD tumor,COAD,-2.6390545,2.3184812,30,42
TCGA-A6-4105-01,COAD tumor,COAD,-0.7235638,1.1740745,30,42
TCGA-D5-5538-01,COAD tumor,COAD,-1.0206507,0.43769887,30,42
TCGA-NH-A50U-01,COAD tumor,COAD,-1.6315695,2.113768,30,42
TCGA-D5-6924-01,COAD tumor,COAD,-0.8871688,0.91870445,30,42
TCGA-D5-6931-01,COAD tumor,COAD,-2.697568,3.6888945,30,42
TCGA-A6-5656-01,COAD tumor,COAD,-2.379039,3.1161733,30,42
TCGA-A6-6649-01,COAD tumor,COAD,-4.1275334,1.6043042,30,42
TCGA-AA-3518-11,COAD normal,COAD,-3.5458343,0.07106092,30,42
TCGA-DM-A0X9-01,COAD tumor,COAD,-1.7923622,3.3248844,30,42
TCGA-DM-A28G-01,COAD tumor,COAD,-1.5436847,3.7148952,30,42
TCGA-F4-6703-01,COAD tumor,COAD,-2.6058517,1.7530084,30,42
TCGA-AA-3492-01,COAD tumor,COAD,-1.5835983,-0.3310026,30,42
TCGA-G4-6293-01,COAD tumor,COAD,-2.0478954,3.2540176,30,42
TCGA-AA-3531-11,COAD normal,COAD,-3.4312613,-0.66434914,30,42
TCGA-DM-A28E-01,COAD tumor,COAD,-1.6335993,3.5466695,30,42
TCGA-CK-6747-01,COAD tumor,COAD,-2.177327,2.532202,30,42
TCGA-CK-4947-01,COAD tumor,COAD,-0.8366507,0.5013842,30,42
TCGA-AD-6888-01,COAD tumor,COAD,-1.3208529,2.5218353,30,42
TCGA-F4-6809-01,COAD tumor,COAD,-0.16305107,0.16249749,30,42
TCGA-CK-5914-01,COAD tumor,COAD,-1.0420243,3.2674282,30,42
TCGA-AZ-4313-01,COAD tumor,COAD,-0.5389013,-3.7782197,30,42
TCGA-G4-6588-01,COAD tumor,COAD,-3.5650733,2.5722394,30,42
TCGA-G4-6309-01,COAD tumor,COAD,-3.587755,2.194734,30,42
TCGA-CM-5868-01,COAD tumor,COAD,-1.0282382,0.23501085,30,42
TCGA-F4-6855-01,COAD tumor,COAD,-2.9167354,1.9488137,30,42
TCGA-AD-6964-01,COAD tumor,COAD,-1.720753,0.28767288,30,42
TCGA-G4-6295-01,COAD tumor,COAD,-2.2700675,3.6424463,30,42
TCGA-D5-5539-01,COAD tumor,COAD,-1.3000278,-0.3756113,30,42
TCGA-AA-3506-01,COAD tumor,COAD,-1.6056513,0.13516673,30,42
TCGA-A6-5661-01,COAD tumor,COAD,-4.080054,1.657725,30,42
TCGA-RU-A8FL-01,COAD tumor,COAD,-0.87849224,3.1703587,30,42
TCGA-5M-AATE-01,COAD tumor,COAD,-0.5512161,2.2194598,30,42
TCGA-AA-3712-11,COAD normal,COAD,-3.869072,-0.15120666,30,42
TCGA-A6-6648-01,COAD tumor,COAD,-3.2207348,1.7515113,30,42
TCGA-A6-5662-01,COAD tumor,COAD,-2.3428738,3.278163,30,42
TCGA-DM-A1D8-01,COAD tumor,COAD,-1.3740362,3.2317586,30,42
TCGA-D5-6539-01,COAD tumor,COAD,-4.3345904,0.12038568,30,42
TCGA-AZ-6599-01,COAD tumor,COAD,-3.7307029,2.336022,30,42
TCGA-G4-6299-01,COAD tumor,COAD,-1.7877406,-0.09733618,30,42
TCGA-AZ-5403-01,COAD tumor,COAD,-3.019261,1.910471,30,42
TCGA-AD-5900-01,COAD tumor,COAD,-2.0075388,0.5813038,30,42
TCGA-D5-6898-01,COAD tumor,COAD,-0.6759571,1.6318629,30,42
TCGA-AA-3489-01,COAD tumor,COAD,-0.21120806,0.47107193,30,42
TCGA-DM-A1D7-01,COAD tumor,COAD,-1.8377398,3.184559,30,42
TCGA-AA-A02Y-01,COAD tumor,COAD,-2.9008281,3.2507272,30,42
TCGA-CM-6676-01,COAD tumor,COAD,-1.6005074,3.7444422,30,42
TCGA-CA-5797-01,COAD tumor,COAD,-1.280132,1.4232248,30,42
TCGA-AA-3496-01,COAD tumor,COAD,-1.7238345,3.8901408,30,42
TCGA-NH-A8F7-01,COAD tumor,COAD,-1.8540385,2.0094092,30,42
TCGA-AA-3712-01,COAD tumor,COAD,-0.5864181,0.6809588,30,42
TCGA-CM-4743-01,COAD tumor,COAD,-1.4425313,1.1671742,30,42
TCGA-AA-3662-01,COAD tumor,COAD,-0.6027432,0.4589754,30,42
TCGA-A6-3809-01,COAD tumor,COAD,-0.7866218,-3.857738,30,42
TCGA-CM-4747-01,COAD tumor,COAD,-2.428261,2.705562,30,42
TCGA-A6-5666-01,COAD tumor,COAD,-2.2810295,1.9000854,30,42
TCGA-DM-A285-01,COAD tumor,COAD,-2.0804787,0.5085018,30,42
TCGA-CM-6171-01,COAD tumor,COAD,-3.883242,2.023249,30,42
TCGA-D5-6538-01,COAD tumor,COAD,-0.2765054,1.8840505,30,42
TCGA-AA-3511-11,COAD normal,COAD,-3.0317829,-0.89597917,30,42
TCGA-A6-2675-01,COAD tumor,COAD,-3.2769232,2.7872677,30,42
TCGA-G4-6298-01,COAD tumor,COAD,-2.8235323,2.013132,30,42
TCGA-A6-6650-01,COAD tumor,COAD,-0.63075924,0.961703,30,42
TCGA-AM-5820-01,COAD tumor,COAD,-2.4192595,2.0713596,30,42
TCGA-AA-3663-01,COAD tumor,COAD,-1.3723192,-0.42546412,30,42
TCGA-A6-6654-01,COAD tumor,COAD,-2.5914156,1.924158,30,42
TCGA-CM-5349-01,COAD tumor,COAD,-1.3000371,0.02899532,30,42
TCGA-AZ-6599-11,COAD normal,COAD,-2.9234369,-0.4404542,30,42
TCGA-A6-2686-11,COAD normal,COAD,-4.4243855,-0.15629847,30,42
TCGA-AZ-6600-01,COAD tumor,COAD,-2.939817,1.923065,30,42
TCGA-AA-3509-01,COAD tumor,COAD,-1.6718498,2.5095482,30,42
TCGA-AZ-6606-01,COAD tumor,COAD,-2.5083222,3.5208209,30,42
TCGA-WS-AB45-01,COAD tumor,COAD,-3.201681,1.6256478,30,42
TCGA-AD-6548-01,COAD tumor,COAD,-0.9477793,1.2480824,30,42
TCGA-D5-6926-01,COAD tumor,COAD,-2.5062377,3.637252,30,42
TCGA-AZ-6598-11,COAD normal,COAD,-2.874323,-0.64053196,30,42
TCGA-A6-6138-01,COAD tumor,COAD,-1.8377521,1.4745861,30,42
TCGA-AZ-4616-01,COAD tumor,COAD,-2.7611387,2.061779,30,42
TCGA-A6-5659-11,COAD normal,COAD,-4.231261,-0.107887276,30,42
TCGA-AA-A02K-01,COAD tumor,COAD,-2.0502644,2.4478796,30,42
TCGA-A6-2685-01,COAD tumor,COAD,-2.9848387,2.9569204,30,42
TCGA-AZ-6601-11,COAD normal,COAD,-4.2024765,1.1142329,30,42
TCGA-DM-A1HA-01,COAD tumor,COAD,-1.6237339,3.0057092,30,42
TCGA-AA-3713-01,COAD tumor,COAD,-3.9350746,1.9323084,30,42
TCGA-G4-6627-01,COAD tumor,COAD,-2.5259447,2.250354,30,42
TCGA-AA-3502-01,COAD tumor,COAD,-2.3162997,1.7387247,30,42
TCGA-AA-A01X-01,COAD tumor,COAD,-1.5414797,2.447085,30,42
TCGA-CK-5913-01,COAD tumor,COAD,-2.9903517,1.4700162,30,42
TCGA-4N-A93T-01,COAD tumor,COAD,-1.4241673,2.539513,30,42
TCGA-AZ-6603-11,COAD normal,COAD,-1.813524,-0.13875222,30,42
TCGA-QG-A5YV-01,COAD tumor,COAD,-0.7791422,2.1713538,30,42
TCGA-AZ-6607-01,COAD tumor,COAD,-0.14734547,-4.0248146,30,42
TCGA-G4-6321-01,COAD tumor,COAD,-4.064146,-0.2669656,30,42
TCGA-D5-6536-01,COAD tumor,COAD,-0.7957622,0.19821271,30,42
TCGA-A6-6140-01,COAD tumor,COAD,-1.597347,1.5662369,30,42
TCGA-A6-2682-11,COAD normal,COAD,-4.2479954,-0.3533825,30,42
TCGA-A6-A566-01,COAD tumor,COAD,-1.3543555,0.5094094,30,42
TCGA-AD-6963-01,COAD tumor,COAD,-2.0397196,3.2778819,30,42
TCGA-D5-5541-01,COAD tumor,COAD,-0.36437955,0.38216504,30,42
TCGA-AM-5821-01,COAD tumor,COAD,-1.5954686,0.21940406,30,42
TCGA-A6-6652-01,COAD tumor,COAD,-0.47362328,1.6365167,30,42
TCGA-DM-A282-01,COAD tumor,COAD,-1.3180356,3.5058153,30,42
TCGA-AD-6901-01,COAD tumor,COAD,-3.2795758,2.6602113,30,42
TCGA-CM-6161-01,COAD tumor,COAD,-2.8647346,3.4287558,30,42
TCGA-5M-AAT5-01,COAD tumor,COAD,-2.802683,3.6499171,30,42
TCGA-CK-6748-01,COAD tumor,COAD,-2.3103213,2.0483458,30,42
TCGA-A6-5665-11,COAD normal,COAD,-3.3580823,-0.95307183,30,42
TCGA-AZ-4684-01,COAD tumor,COAD,-1.602677,2.1639402,30,42
TCGA-AA-3517-11,COAD normal,COAD,-3.7885187,0.094416685,30,42
TCGA-G4-6302-01,COAD tumor,COAD,-1.2154117,0.5788872,30,42
TCGA-AU-6004-01,COAD tumor,COAD,-1.4983864,-0.71375716,30,42
TCGA-G4-6310-01,COAD tumor,COAD,-0.3343258,2.2414608,30,42
TCGA-CA-5255-01,COAD tumor,COAD,-2.7790976,2.823135,30,42
TCGA-NH-A6GA-01,COAD tumor,COAD,-1.6630198,0.43900046,30,42
TCGA-AA-3655-01,COAD tumor,COAD,-2.6058917,3.1680746,30,42
TCGA-A6-2678-11,COAD normal,COAD,-3.2871408,-0.7645087,30,42
TCGA-CM-5863-01,COAD tumor,COAD,-0.5711434,-0.34371158,30,42
TCGA-G4-6304-01,COAD tumor,COAD,-2.20622,3.7366295,30,42
TCGA-CM-6678-01,COAD tumor,COAD,-1.8764274,2.5118322,30,42
TCGA-A6-5657-01,COAD tumor,COAD,-2.2491553,3.3116214,30,42
TCGA-A6-2672-01,COAD tumor,COAD,-0.8614317,0.27097267,30,42
TCGA-D5-6930-01,COAD tumor,COAD,-3.7552893,0.44503987,30,42
TCGA-F4-6805-01,COAD tumor,COAD,-3.0232987,1.0564772,30,42
TCGA-DM-A28M-01,COAD tumor,COAD,-1.5558895,2.6211987,30,42
TCGA-QL-A97D-01,COAD tumor,COAD,-1.2806854,3.1428359,30,42
TCGA-3L-AA1B-01,COAD tumor,COAD,-0.14414026,1.1615082,30,42
TCGA-CM-5860-01,COAD tumor,COAD,-2.4104002,2.5073102,30,42
TCGA-A6-2684-11,COAD normal,COAD,-3.4853446,-0.20431586,30,42
TCGA-AA-3534-11,COAD normal,COAD,-3.3487551,-0.024719303,30,42
TCGA-A6-2679-11,COAD normal,COAD,-4.495746,0.13774061,30,42
TCGA-SS-A7HO-01,COAD tumor,COAD,-1.9380018,2.5927527,30,42
TCGA-D5-6537-01,COAD tumor,COAD,-2.9096394,3.0632524,30,42
TCGA-AA-3495-01,COAD tumor,COAD,-0.93997186,1.8886871,30,42
TCGA-CA-5254-01,COAD tumor,COAD,-3.5280054,0.40401256,30,42
TCGA-AD-A5EK-01,COAD tumor,COAD,-1.4018462,3.245161,30,42
TCGA-CK-6746-01,COAD tumor,COAD,-0.83369106,-0.3978627,30,42
TCGA-CA-6718-01,COAD tumor,COAD,-0.2692144,-0.119672954,30,42
TCGA-AY-5543-01,COAD tumor,COAD,-1.5555061,2.597444,30,42
TCGA-CK-4952-01,COAD tumor,COAD,-0.6985849,-0.2003771,30,42
TCGA-F4-6807-01,COAD tumor,COAD,-0.2352076,0.20926335,30,42
TCGA-CK-5915-01,COAD tumor,COAD,-1.5553426,2.9258206,30,42
TCGA-A6-6781-01,COAD tumor,COAD,-1.7183808,-0.42255288,30,42
TCGA-AZ-6605-11,COAD normal,COAD,0.10342826,-3.7288969,30,42
TCGA-AU-3779-01,COAD tumor,COAD,-1.6093323,2.4843652,30,42
TCGA-DM-A1D4-01,COAD tumor,COAD,-0.652331,2.6892889,30,42
TCGA-DM-A1D0-01,COAD tumor,COAD,-0.5337112,-0.018922523,30,42
TCGA-A6-2671-11,COAD normal,COAD,-3.490108,0.031255953,30,42
TCGA-CM-6675-01,COAD tumor,COAD,-2.3407462,-0.48415485,30,42
TCGA-AY-6197-01,COAD tumor,COAD,-2.899903,2.8667629,30,42
TCGA-DM-A28K-01,COAD tumor,COAD,-2.8737152,2.8648477,30,42
TCGA-G4-6307-01,COAD tumor,COAD,-0.9530973,3.0811043,30,42
TCGA-CM-5861-01,COAD tumor,COAD,-3.0411525,1.4313897,30,42
TCGA-CA-5796-01,COAD tumor,COAD,-4.2490115,-0.12384633,30,42
TCGA-AZ-4323-01,COAD tumor,COAD,-0.3034271,1.8653029,30,42
TCGA-DM-A1DA-01,COAD tumor,COAD,-0.09784224,0.9622511,30,42
TCGA-D5-6928-01,COAD tumor,COAD,-3.8146133,2.287,30,42
TCGA-AA-3685-01,COAD tumor,COAD,-0.12587285,1.4539292,30,42
TCGA-A6-5664-01,COAD tumor,COAD,-1.5479426,0.4161715,30,42
TCGA-AZ-5407-01,COAD tumor,COAD,-2.2114716,1.6241907,30,42
TCGA-AA-3522-11,COAD normal,COAD,-3.0398436,-0.5053328,30,42
TCGA-AA-3496-11,COAD normal,COAD,-3.1012425,-0.86955684,30,42
TCGA-AY-6196-01,COAD tumor,COAD,-1.7843883,0.8029505,30,42
TCGA-D5-6920-01,COAD tumor,COAD,-1.2502762,2.2124536,30,42
TCGA-F4-6461-01,COAD tumor,COAD,-2.6852884,2.3483963,30,42
TCGA-A6-5667-11,COAD normal,COAD,-3.6150253,-0.09324439,30,42
TCGA-D5-6540-01,COAD tumor,COAD,-1.9044648,-0.59483975,30,42
TCGA-G4-6297-01,COAD tumor,COAD,-2.571307,2.989655,30,42
TCGA-A6-2686-01,COAD tumor,COAD,-1.6577691,0.32878298,30,42
TCGA-DM-A28F-01,COAD tumor,COAD,-0.86213213,1.6904864,30,42
TCGA-CA-5256-01,COAD tumor,COAD,-1.9105067,2.263284,30,42
TCGA-A6-6142-01,COAD tumor,COAD,-0.7559524,0.5054902,30,42
TCGA-AZ-6608-01,COAD tumor,COAD,-0.8392803,1.9090157,30,42
TCGA-A6-6141-01,COAD tumor,COAD,-2.1042964,2.0952232,30,42
TCGA-G4-6306-01,COAD tumor,COAD,-2.1601324,1.667125,30,42
TCGA-AA-3525-11,COAD normal,COAD,-3.5078776,-0.30849814,30,42
TCGA-D5-6922-01,COAD tumor,COAD,-2.151033,1.9209448,30,42
TCGA-DM-A288-01,COAD tumor,COAD,-1.7061305,2.1130984,30,42
TCGA-AZ-6600-11,COAD normal,COAD,-4.5911713,-0.0364762,30,42
TCGA-DM-A1HB-01,COAD tumor,COAD,-3.7778337,1.8854858,30,42
TCGA-A6-2682-01,COAD tumor,COAD,-2.522131,3.1228642,30,42
TCGA-CK-4951-01,COAD tumor,COAD,-0.5055099,-4.9353995,30,42
TCGA-CK-4948-01,COAD tumor,COAD,-1.0410688,0.48376656,30,42
TCGA-F4-6856-01,COAD tumor,COAD,-0.92811674,-0.37683585,30,42
TCGA-F4-6569-01,COAD tumor,COAD,-0.013684955,0.63584244,30,42
TCGA-CM-6163-01,COAD tumor,COAD,-1.4228392,0.75402695,30,42
TCGA-D5-6535-01,COAD tumor,COAD,-2.8157933,1.4705838,30,42
TCGA-5M-AAT6-01,COAD tumor,COAD,-0.07741279,-3.7001278,30,42
TCGA-A6-5662-11,COAD normal,COAD,-4.633058,-0.11458226,30,42
TCGA-AA-3526-01,COAD tumor,COAD,-0.14544979,1.7167237,30,42
TCGA-AA-3514-11,COAD normal,COAD,-3.7567334,-0.19592336,30,42
TCGA-AD-6895-01,COAD tumor,COAD,-1.4355179,0.7428182,30,42
TCGA-G4-6586-01,COAD tumor,COAD,-3.1373963,2.608837,30,42
TCGA-NH-A8F8-01,COAD tumor,COAD,-0.84150034,-0.15704988,30,42
TCGA-D5-6529-01,COAD tumor,COAD,-1.3180705,0.34462404,30,42
TCGA-DM-A0XF-01,COAD tumor,COAD,-0.65482545,3.0181754,30,42
TCGA-A6-5667-01,COAD tumor,COAD,-2.0400186,3.1604564,30,42
TCGA-CM-6169-01,COAD tumor,COAD,-3.5705557,2.7045505,30,42
TCGA-CA-6719-01,COAD tumor,COAD,-0.41416493,0.49645242,30,42
TCGA-D5-7000-01,COAD tumor,COAD,-3.6696875,2.2337937,30,42
TCGA-G4-6625-01,COAD tumor,COAD,-0.21858412,0.32721975,30,42
TCGA-CM-6680-01,COAD tumor,COAD,-1.7279603,-0.09194881,30,42
TCGA-CM-6166-01,COAD tumor,COAD,-1.2116436,3.032313,30,42
TCGA-NH-A6GB-01,COAD tumor,COAD,-3.4196718,2.944338,30,42
TCGA-D5-6923-01,COAD tumor,COAD,-1.7564032,1.385458,30,42
TCGA-AZ-4614-01,COAD tumor,COAD,-2.9660165,1.779605,30,42
TCGA-CM-5864-01,COAD tumor,COAD,-0.30194548,2.0952144,30,42
TCGA-AA-3655-11,COAD normal,COAD,-3.5610945,-0.5426247,30,42
TCGA-CK-5912-01,COAD tumor,COAD,-2.3995795,2.9459336,30,42
TCGA-D5-6927-01,COAD tumor,COAD,-1.0920345,0.01624152,30,42
TCGA-QG-A5YW-01,COAD tumor,COAD,-1.3390452,2.7357259,30,42
TCGA-D5-6532-01,COAD tumor,COAD,-1.8857766,3.9682906,30,42
TCGA-CM-6172-01,COAD tumor,COAD,-1.4767513,2.1017864,30,42
TCGA-D5-6533-01,COAD tumor,COAD,-0.9840302,1.0607973,30,42
TCGA-AA-3697-11,COAD normal,COAD,-4.368618,0.12871177,30,42
TCGA-DM-A28H-01,COAD tumor,COAD,-1.5329136,3.0527265,30,42
TCGA-F4-6460-01,COAD tumor,COAD,-0.16377075,0.94673145,30,42
TCGA-D5-5540-01,COAD tumor,COAD,-1.2395426,2.777217,30,42
TCGA-A6-5660-01,COAD tumor,COAD,-0.75601095,1.3146985,30,42
TCGA-F4-6463-01,COAD tumor,COAD,-1.8131133,2.0000758,30,42
TCGA-CM-6170-01,COAD tumor,COAD,-0.7675046,1.520384,30,42
TCGA-AA-3662-11,COAD normal,COAD,-3.0856793,-1.0639781,30,42
TCGA-QG-A5Z2-01,COAD tumor,COAD,-3.9473336,1.8107815,30,42
TCGA-A6-2675-11,COAD normal,COAD,-2.6258483,-0.62928057,30,42
TCGA-G4-6294-01,COAD tumor,COAD,-1.0754179,3.00831,30,42
TCGA-D5-6530-01,COAD tumor,COAD,-1.4815358,0.34327236,30,42
TCGA-G4-6315-01,COAD tumor,COAD,-2.112373,3.422554,30,42
TCGA-AA-A01P-01,COAD tumor,COAD,-3.0938933,1.6082907,30,42
TCGA-G4-6303-01,COAD tumor,COAD,-0.98687214,2.1442628,30,42
TCGA-AZ-4682-01,COAD tumor,COAD,-0.29838136,1.9685811,30,42
TCGA-AA-3527-11,COAD normal,COAD,-3.5599723,0.8896403,30,42
TCGA-AD-6890-01,COAD tumor,COAD,-0.40336958,0.8915434,30,42
